,ID,date,campaign_type,region,customer_age_range,gender,sales,units_sold,clients_engaged,click_rate,conversion_rate
16555,Cy3869,2018-10-08 00:00:00.000000000,Online Advertising,South,18-25,Female,147879.12,85.0,2660.0,0.73,0.16
16556,Gl6094,2021-01-08 00:00:00.000000000,Email,West,26-35,Female,66916.18,21.0,234.0,0.74,0.15
16557,Qk3072,2020-04-11 00:00:00.000000000,Direct Advertising,East,36-45,Male,87079.78,74.0,1859.0,1.24,0.11
16558,Ri6951,2020-02-01 00:00:00.000000000,Online Advertising,North,36-45,Male,56456.75,53.0,2265.0,1.01,0.19
16559,Hy3549,2022-05-06 00:00:00.000000000,Social Networks,West,36-45,Male,102433.17,12.0,2737.0,0.2,0.15
16560,Ia8809,2021-03-26 00:00:00.000000000,TV,East,36-45,Male,81622.55,72.0,1965.0,0.4,0.05
16561,Zc8168,2021-02-27 00:00:00.000000000,Social Networks,West,18-25,Others,63403.18,39.0,751.0,0.89,0.08
16562,Wo5639,2020-10-17 00:00:00.000000000,Online Advertising,South,36-45,Others,126167.62,69.0,1719.0,0.86,0.18
16563,Kj1492,2022-12-07 00:00:00.000000000,Social Networks,West,26-35,Male,40005.27,100.0,2876.0,1.5,0.11
16564,Oq9824,2020-08-14 00:00:00.000000000,Email,South,46-55,Male,45654.22,56.0,219.0,0.24,0.22
16565,Au4554,2019-06-17 00:00:00.000000000,Email,North,56+,Others,39168.95,78.0,2827.0,0.51,0.15
16566,Tt8344,2022-01-01 00:00:00.000000000,Email,North,26-35,Male,4835.07,14.0,280.0,0.6,0.25
16567,Gc2542,2018-04-14 00:00:00.000000000,Online Advertising,West,56+,Female,39228.51,81.0,2098.0,0.54,0.18
16568,Bd6340,2022-09-14 00:00:00.000000000,Online Advertising,South,36-45,Others,139119.5,7.0,583.0,1.0,0.12
16569,Io7646,2020-05-12 00:00:00.000000000,TV,East,18-25,Male,112384.22,21.0,1144.0,1.12,0.09
16570,Tu5259,2021-11-22 00:00:00.000000000,TV,North,26-35,Others,39767.7,9.0,942.0,1.24,0.07
16571,Tq7341,2020-11-20 00:00:00.000000000,TV,South,36-45,Female,142422.84,74.0,2219.0,0.55,0.15
16572,Cw8016,2019-03-16 00:00:00.000000000,Email,South,36-45,Male,45056.55,84.0,675.0,1.01,0.02
16573,Oo5380,2019-06-18 00:00:00.000000000,Online Advertising,West,56+,Male,104456.1,72.0,1090.0,0.46,0.07
16574,Rg6493,2021-07-20 00:00:00.000000000,Online Advertising,West,46-55,Female,63057.53,4.0,1864.0,1.25,0.2
16575,Ty5654,2019-06-09 00:00:00.000000000,Social Networks,East,26-35,Female,58320.66,16.0,2991.0,0.93,0.27
16576,Xa4372,2018-03-26 00:00:00.000000000,Email,South,46-55,Others,111731.87,87.0,2304.0,0.13,0.01
16577,Xv2543,2022-04-24 00:00:00.000000000,Online Advertising,South,36-45,Male,24615.45,8.0,446.0,0.49,0.2
16578,Vs9910,2018-12-08 00:00:00.000000000,Online Advertising,North,18-25,Male,61424.11,60.0,1661.0,0.1,0.03
16579,Nu5409,2021-08-15 00:00:00.000000000,TV,East,56+,Others,87072.42,12.0,2557.0,0.2,0.19
16580,Ib8451,2020-01-25 00:00:00.000000000,Social Networks,East,36-45,Female,93151.56,50.0,409.0,1.27,0.25
16581,Lk8835,2022-08-01 00:00:00.000000000,Social Networks,East,46-55,Male,2652.01,48.0,2859.0,1.44,0.15
16582,Mu1108,2022-12-03 00:00:00.000000000,Email,West,36-45,Female,70977.97,2.0,1673.0,0.72,0.24
16583,It5236,2020-05-03 00:00:00.000000000,TV,South,56+,Others,129257.3,92.0,265.0,1.17,0.15
16584,Yy8668,2018-09-26 00:00:00.000000000,Email,East,56+,Male,89008.76,81.0,387.0,1.24,0.04
16585,Cr2317,2021-03-09 00:00:00.000000000,Online Advertising,North,46-55,Male,26514.71,87.0,1437.0,0.56,0.27
16586,Lp9652,2019-11-21 00:00:00.000000000,TV,North,36-45,Others,11751.63,88.0,2791.0,1.27,0.02
16587,Pn2917,2021-03-21 00:00:00.000000000,TV,North,36-45,Male,118693.0,74.0,306.0,0.37,0.19
16588,Tn2487,2018-02-01 00:00:00.000000000,Online Advertising,West,36-45,Male,1356.68,2.0,1017.0,0.89,0.04
16589,Gq8196,2020-09-09 00:00:00.000000000,Social Networks,West,36-45,Female,131123.07,64.0,270.0,1.39,0.13
16590,Tc7999,2020-06-29 00:00:00.000000000,Online Advertising,East,36-45,Male,1481.59,14.0,2701.0,1.33,0.02
16591,Xn4816,2021-03-28 00:00:00.000000000,Direct Advertising,North,36-45,Others,44922.35,17.0,2812.0,1.39,0.14
16592,Jn7501,2018-07-15 00:00:00.000000000,Social Networks,East,18-25,Others,95571.64,42.0,2730.0,0.49,0.16
16593,Lu9890,2021-04-28 00:00:00.000000000,Email,North,36-45,Male,122783.63,44.0,2323.0,0.1,0.25
16594,Lm2667,2021-05-12 00:00:00.000000000,TV,East,36-45,Others,142456.75,96.0,570.0,0.39,0.04
16595,Kw1784,2019-07-31 00:00:00.000000000,Direct Advertising,North,36-45,Male,87483.75,58.0,1901.0,1.48,0.12
16596,Tx2604,2019-02-15 00:00:00.000000000,Email,West,26-35,Others,25638.31,75.0,847.0,0.34,0.05
16597,Mv4221,2019-09-21 00:00:00.000000000,TV,East,56+,Female,92534.75,14.0,2569.0,0.85,0.12
16598,Qh5046,2019-07-06 00:00:00.000000000,Online Advertising,North,36-45,Others,84845.06,8.0,1281.0,0.45,0.16
16599,Pa5379,2018-09-15 00:00:00.000000000,Direct Advertising,South,36-45,Male,125394.11,33.0,2368.0,0.75,0.03
16600,Xs2094,2018-08-30 00:00:00.000000000,Direct Advertising,East,56+,Male,12672.5,46.0,1341.0,1.32,0.05
16601,Es7729,2021-02-08 00:00:00.000000000,Online Advertising,North,56+,Others,75692.14,91.0,2809.0,0.42,0.15
16602,Fo3409,2021-05-19 00:00:00.000000000,Online Advertising,East,36-45,Male,24936.87,16.0,13.0,1.27,0.16
16603,Kq7664,2022-01-16 00:00:00.000000000,Direct Advertising,North,36-45,Others,28186.55,54.0,1793.0,1.35,0.17
16604,Gz6782,2019-01-30 00:00:00.000000000,Online Advertising,South,36-45,Others,27121.12,84.0,1911.0,0.85,0.19
16605,Vk8803,2022-10-18 00:00:00.000000000,TV,South,18-25,Female,67462.24,50.0,2673.0,0.7,0.14
16606,Fa7282,2020-06-28 00:00:00.000000000,Online Advertising,North,18-25,Male,7756.01,60.0,1487.0,0.48,0.09
16607,Oo1145,2021-09-05 00:00:00.000000000,Online Advertising,East,36-45,Male,146792.1,39.0,2651.0,0.4,0.28
16608,Xx7338,2020-10-14 00:00:00.000000000,Online Advertising,West,18-25,Others,7992.12,6.0,436.0,1.26,0.29
16609,Os6557,2018-07-14 00:00:00.000000000,TV,North,18-25,Male,38615.59,87.0,2557.0,0.41,0.28
16610,Uk6445,2022-08-30 00:00:00.000000000,Online Advertising,South,26-35,Others,80746.72,84.0,583.0,0.08,0.2
16611,Xk9634,2018-04-27 00:00:00.000000000,Online Advertising,West,18-25,Male,26139.37,24.0,2644.0,0.9,0.23
16612,Oe9028,2019-11-17 00:00:00.000000000,Online Advertising,South,46-55,Male,142852.88,58.0,328.0,0.44,0.25
16613,Jl3715,2019-12-27 00:00:00.000000000,Online Advertising,North,18-25,Male,43293.12,66.0,2454.0,1.36,0.18
16614,Rl3716,2022-03-10 00:00:00.000000000,Social Networks,East,56+,Male,72973.09,38.0,2613.0,0.9,0.01
16615,Vf8917,2018-10-29 00:00:00.000000000,Direct Advertising,West,36-45,Male,116185.89,96.0,1330.0,0.82,0.1
16616,Mh5990,2021-09-29 00:00:00.000000000,Online Advertising,East,36-45,Male,133717.51,26.0,2650.0,1.46,0.25
16617,Xu8174,2021-06-18 00:00:00.000000000,TV,East,36-45,Female,21396.59,46.0,1218.0,1.11,0.05
16618,Rq1977,2020-07-25 00:00:00.000000000,Direct Advertising,West,26-35,Male,30400.57,62.0,1336.0,0.21,0.01
16619,Yg9842,2019-05-10 00:00:00.000000000,Email,North,36-45,Male,58485.98,19.0,108.0,0.51,0.06
16620,Sn8794,2019-01-31 00:00:00.000000000,Social Networks,West,56+,Others,38069.32,4.0,1088.0,1.36,0.15
16621,Yq2885,2022-03-24 00:00:00.000000000,Social Networks,West,46-55,Female,21571.1,14.0,2766.0,0.68,0.29
16622,Xo2815,2019-09-15 00:00:00.000000000,Online Advertising,North,36-45,Others,76255.68,7.0,769.0,1.14,0.16
16623,Wc6756,2019-12-24 00:00:00.000000000,Direct Advertising,North,56+,Female,77812.9,73.0,1095.0,0.98,0.24
16624,Jf6462,2022-05-22 00:00:00.000000000,Online Advertising,East,26-35,Others,84253.91,46.0,2932.0,1.44,0.27
16625,Xy6491,2021-09-04 00:00:00.000000000,Direct Advertising,South,46-55,Male,69364.76,22.0,1024.0,0.27,0.19
16626,Il9702,2019-04-20 00:00:00.000000000,Online Advertising,North,26-35,Male,65903.14,70.0,2000.0,0.59,0.23
16627,Xg4583,2020-08-26 00:00:00.000000000,Online Advertising,West,18-25,Male,71046.0,23.0,2684.0,1.37,0.22
16628,Np3425,2020-07-10 00:00:00.000000000,Online Advertising,West,26-35,Female,33158.2,88.0,77.0,0.7,0.26
16629,Qc5783,2018-05-25 00:00:00.000000000,TV,West,46-55,Male,26521.82,63.0,339.0,0.87,0.3
16630,Nz8732,2021-12-26 00:00:00.000000000,Email,South,26-35,Female,93672.81,78.0,2651.0,1.44,0.24
16631,Nr7502,2018-12-06 00:00:00.000000000,Email,South,18-25,Others,123571.99,61.0,1822.0,0.66,0.25
16632,Vq3902,2020-12-24 00:00:00.000000000,Online Advertising,East,46-55,Male,59197.49,29.0,1740.0,0.06,0.11
16633,Sm6447,2019-02-16 00:00:00.000000000,Email,East,18-25,Male,99283.47,80.0,2354.0,0.66,0.22
16634,Sl3586,2019-12-06 00:00:00.000000000,Online Advertising,South,56+,Male,132840.52,70.0,1656.0,0.62,0.18
16635,Tx6414,2021-12-27 00:00:00.000000000,Online Advertising,South,36-45,Female,94862.76,99.0,131.0,0.64,0.26
16636,Gl2244,2021-07-17 00:00:00.000000000,Online Advertising,South,46-55,Female,102079.71,34.0,2681.0,0.09,0.18
16637,Ut5808,2018-07-31 00:00:00.000000000,Direct Advertising,North,56+,Others,6172.92,61.0,2003.0,0.1,0.23
16638,Hd7920,2021-06-02 00:00:00.000000000,Direct Advertising,East,36-45,Female,90711.13,32.0,32.0,0.6,0.23
16639,Lv8434,2022-06-27 00:00:00.000000000,TV,West,18-25,Male,74651.01,73.0,774.0,1.49,0.29
16640,Ne7668,2020-06-07 00:00:00.000000000,Online Advertising,North,46-55,Female,136471.9,75.0,1270.0,1.27,0.14
16641,Gr8684,2018-02-17 00:00:00.000000000,Online Advertising,East,56+,Male,49087.97,65.0,1733.0,0.29,0.12
16642,Kt1482,2021-12-26 00:00:00.000000000,TV,East,36-45,Male,146676.51,47.0,1203.0,0.57,0.19
16643,Ck9141,2020-02-29 00:00:00.000000000,Online Advertising,East,56+,Male,10616.1,86.0,1415.0,1.01,0.11
16644,Ai7943,2018-07-21 00:00:00.000000000,Email,South,18-25,Others,105264.97,55.0,614.0,1.19,0.03
16645,Rc8280,2022-09-13 00:00:00.000000000,Email,South,46-55,Female,27519.28,48.0,891.0,0.36,0.08
16646,Pu3983,2020-01-01 00:00:00.000000000,Email,North,46-55,Female,141829.25,86.0,411.0,0.37,0.15
16647,Jz3478,2018-07-26 00:00:00.000000000,Social Networks,South,26-35,Female,142511.45,52.0,2752.0,1.39,0.11
16648,Uc8712,2020-12-27 00:00:00.000000000,TV,South,18-25,Male,142826.6,84.0,296.0,1.31,0.16
16649,Ma4274,2021-01-23 00:00:00.000000000,Social Networks,South,36-45,Male,100344.23,19.0,1171.0,0.6,0.04
16650,Cs4250,2019-10-10 00:00:00.000000000,Email,South,26-35,Male,137108.33,19.0,2670.0,0.89,0.05
16651,Xc1222,2021-03-16 00:00:00.000000000,TV,West,18-25,Male,16086.94,71.0,2039.0,1.19,0.18
16652,Xc3339,2021-06-03 00:00:00.000000000,TV,East,36-45,Female,109451.13,97.0,863.0,1.03,0.04
16653,Rh1853,2022-11-24 00:00:00.000000000,Direct Advertising,North,26-35,Others,149392.62,39.0,1092.0,0.39,0.01
16654,Tx7643,2018-08-31 00:00:00.000000000,Direct Advertising,North,56+,Male,71919.99,90.0,45.0,1.44,0.13
16655,Iw6741,2021-03-10 00:00:00.000000000,Online Advertising,North,36-45,Female,49337.49,19.0,2796.0,0.63,0.19
16656,Lg5085,2018-04-22 00:00:00.000000000,Social Networks,West,46-55,Others,124277.36,47.0,1631.0,0.33,0.05
16657,Mq9107,2020-05-12 00:00:00.000000000,TV,North,26-35,Female,94150.03,67.0,1896.0,0.57,0.29
16658,Si8685,2019-07-17 00:00:00.000000000,Social Networks,South,18-25,Male,56339.91,11.0,916.0,0.11,0.25
16659,Sh9665,2022-05-02 00:00:00.000000000,TV,West,18-25,Others,69842.93,20.0,282.0,1.39,0.26
16660,Uo6080,2018-09-25 00:00:00.000000000,Email,West,18-25,Female,27653.36,92.0,2366.0,1.35,0.15
16661,Tl3390,2021-09-16 00:00:00.000000000,Social Networks,South,56+,Male,145627.59,10.0,2122.0,0.31,0.06
16662,Ni6512,2018-03-07 00:00:00.000000000,Online Advertising,North,26-35,Others,69976.62,35.0,2326.0,1.16,0.27
16663,Qp9646,2020-02-04 00:00:00.000000000,Online Advertising,South,46-55,Male,138016.26,41.0,2465.0,0.91,0.27
16664,El8532,2019-01-03 00:00:00.000000000,Online Advertising,North,46-55,Others,41082.73,81.0,888.0,0.11,0.19
16665,Qf7768,2022-12-21 00:00:00.000000000,Email,North,36-45,Female,77875.34,73.0,1770.0,0.49,0.2
16666,Qp4060,2021-08-17 00:00:00.000000000,TV,East,36-45,Male,49642.61,42.0,1883.0,0.29,0.16
16667,Te6560,2022-07-11 00:00:00.000000000,Online Advertising,North,26-35,Male,106972.8,20.0,2268.0,0.31,0.04
16668,Mp5062,2018-11-09 00:00:00.000000000,Online Advertising,South,18-25,Female,136405.51,76.0,1110.0,1.44,0.23
16669,Xc6355,2019-02-01 00:00:00.000000000,Direct Advertising,North,36-45,Others,23760.41,62.0,1616.0,0.7,0.29
16670,Xh4837,2022-10-24 00:00:00.000000000,Social Networks,South,26-35,Male,35920.47,59.0,529.0,0.54,0.22
16671,Bw1308,2022-09-30 00:00:00.000000000,Direct Advertising,South,56+,Others,112415.27,63.0,2834.0,0.08,0.06
16672,Bw3730,2022-07-16 00:00:00.000000000,Online Advertising,South,56+,Male,122352.63,29.0,1406.0,0.8,0.13
16673,Wa3963,2021-04-20 00:00:00.000000000,TV,North,36-45,Male,107773.3,76.0,1497.0,0.98,0.15
16674,Ek1073,2022-08-26 00:00:00.000000000,Online Advertising,East,18-25,Male,21034.93,29.0,2385.0,0.18,0.28
16675,Lc7430,2018-09-10 00:00:00.000000000,Online Advertising,South,56+,Others,118220.18,98.0,2805.0,0.7,0.19
16676,Cm150,2020-07-06 00:00:00.000000000,Email,North,56+,Male,144818.35,86.0,1106.0,0.24,0.26
16677,Lh4354,2021-01-23 00:00:00.000000000,TV,North,36-45,Female,13164.82,64.0,2238.0,0.46,0.14
16678,Md5298,2018-12-10 00:00:00.000000000,Email,South,36-45,Male,8879.59,94.0,1729.0,0.53,0.16
16679,Ma6146,2021-09-03 00:00:00.000000000,Online Advertising,North,36-45,Male,14894.45,41.0,1295.0,0.51,0.03
16680,Fe1591,2019-01-09 00:00:00.000000000,Email,North,36-45,Male,101929.34,100.0,148.0,0.11,0.25
16681,Ke3698,2019-01-06 00:00:00.000000000,Online Advertising,South,56+,Male,134678.94,23.0,2485.0,0.39,0.02
16682,Nj4097,2018-03-05 00:00:00.000000000,Social Networks,West,56+,Female,112437.25,7.0,1589.0,0.65,0.12
16683,Gq5611,2020-03-09 00:00:00.000000000,Email,North,18-25,Male,68372.32,57.0,2132.0,0.59,0.13
16684,Oi2283,2022-02-27 00:00:00.000000000,Online Advertising,North,36-45,Female,49970.6,81.0,2183.0,1.03,0.11
16685,Rx2285,2020-11-08 00:00:00.000000000,Email,South,26-35,Male,45009.53,55.0,1590.0,1.23,0.3
16686,Uo4758,2018-02-24 00:00:00.000000000,Social Networks,North,26-35,Female,99133.85,31.0,1185.0,1.32,0.12
16687,Xm7464,2021-10-28 00:00:00.000000000,Email,North,56+,Female,111524.95,21.0,1668.0,0.21,0.2
16688,Se1467,2019-05-02 00:00:00.000000000,Direct Advertising,East,36-45,Male,120513.48,97.0,2254.0,1.49,0.19
16689,Hy8115,2022-09-15 00:00:00.000000000,Direct Advertising,West,56+,Female,55467.94,58.0,10.0,0.06,0.28
16690,Hu9684,2020-06-11 00:00:00.000000000,TV,West,26-35,Female,22902.04,5.0,2733.0,0.22,0.16
16691,Rm6860,2021-01-17 00:00:00.000000000,Direct Advertising,North,18-25,Male,60864.95,90.0,2086.0,1.21,0.28
16692,Nf6766,2021-11-16 00:00:00.000000000,Direct Advertising,West,18-25,Female,33821.8,8.0,2152.0,0.74,0.29
16693,Ff5906,2019-06-04 00:00:00.000000000,TV,North,36-45,Female,4341.72,2.0,2940.0,0.6,0.19
16694,He3849,2019-12-01 00:00:00.000000000,Online Advertising,South,46-55,Female,36243.26,63.0,1190.0,1.15,0.08
16695,Zi8213,2022-05-16 00:00:00.000000000,TV,South,36-45,Female,84811.25,87.0,1812.0,0.47,0.25
16696,Cp1406,2019-01-19 00:00:00.000000000,TV,North,56+,Others,92017.26,90.0,1775.0,0.59,0.03
16697,Uq9099,2022-02-15 00:00:00.000000000,TV,North,36-45,Female,39802.55,76.0,2573.0,1.38,0.24
16698,Lf1095,2021-02-24 00:00:00.000000000,Direct Advertising,North,18-25,Female,66633.26,49.0,1844.0,0.34,0.25
16699,Nl1314,2021-03-04 00:00:00.000000000,Online Advertising,South,36-45,Female,105503.74,76.0,2742.0,0.79,0.06
16700,Ua2337,2019-04-21 00:00:00.000000000,Email,North,46-55,Male,19584.18,21.0,32.0,0.56,0.05
16701,Du2496,2022-03-10 00:00:00.000000000,TV,East,56+,Male,60403.6,25.0,1689.0,0.7,0.1
16702,Jq9236,2021-10-20 00:00:00.000000000,Online Advertising,South,46-55,Male,118844.68,90.0,141.0,0.88,0.1
16703,Vz1919,2021-01-09 00:00:00.000000000,Online Advertising,North,36-45,Others,111764.31,86.0,467.0,0.58,0.21
16704,Fh8868,2019-10-27 00:00:00.000000000,Online Advertising,East,36-45,Others,1888.35,81.0,547.0,1.13,0.07
16705,Cf2821,2019-06-22 00:00:00.000000000,TV,West,36-45,Male,27454.35,15.0,873.0,0.55,0.05
16706,Kr4198,2018-12-25 00:00:00.000000000,Email,West,46-55,Female,13702.82,16.0,345.0,0.63,0.09
16707,Vt2393,2018-12-26 00:00:00.000000000,Direct Advertising,West,36-45,Male,71024.5,100.0,1511.0,1.29,0.26
16708,Kx1750,2018-04-07 00:00:00.000000000,Direct Advertising,East,36-45,Female,87625.91,31.0,2826.0,0.48,0.07
16709,Ul4106,2020-02-18 00:00:00.000000000,Direct Advertising,West,18-25,Female,10626.7,97.0,2301.0,0.79,0.09
16710,Tq6960,2022-06-10 00:00:00.000000000,Online Advertising,North,46-55,Female,54207.78,31.0,2191.0,1.19,0.1
16711,Sn1831,2020-11-21 00:00:00.000000000,Email,East,36-45,Female,81061.97,87.0,693.0,0.58,0.09
16712,Yd1402,2019-08-20 00:00:00.000000000,TV,East,46-55,Male,61647.55,6.0,527.0,1.01,0.08
16713,Bu2498,2020-06-24 00:00:00.000000000,Online Advertising,West,18-25,Male,90676.23,91.0,1844.0,0.33,0.02
16714,Lk4554,2019-04-18 00:00:00.000000000,TV,North,36-45,Male,26520.97,91.0,2398.0,0.54,0.17
16715,Ec6243,2019-03-22 00:00:00.000000000,Online Advertising,West,56+,Male,100455.85,87.0,2454.0,0.69,0.23
16716,Il2579,2018-09-17 00:00:00.000000000,Online Advertising,West,26-35,Male,122052.17,19.0,1818.0,0.24,0.06
16717,Em1761,2018-03-08 00:00:00.000000000,Email,South,46-55,Male,149735.12,90.0,769.0,1.48,0.27
16718,Qn8364,2020-03-26 00:00:00.000000000,TV,South,36-45,Male,31385.25,88.0,2717.0,0.98,0.13
16719,Ll6242,2020-01-10 00:00:00.000000000,Direct Advertising,West,26-35,Others,59606.56,60.0,274.0,1.38,0.25
16720,Cc7689,2020-04-19 00:00:00.000000000,TV,South,18-25,Others,10853.13,72.0,2848.0,1.46,0.25
16721,Ai3526,2021-03-06 00:00:00.000000000,Online Advertising,South,56+,Male,142388.7,98.0,984.0,0.7794241467448503,0.15
16722,Wq4011,2021-06-25 00:00:00.000000000,Direct Advertising,North,18-25,Others,67843.26,29.0,2971.0,0.59,0.25
16723,Jo3855,2021-08-16 00:00:00.000000000,Email,South,26-35,Male,52603.24,10.0,2472.0,0.14,0.16
16724,Va3670,2022-02-04 00:00:00.000000000,Online Advertising,North,18-25,Male,31440.48,91.0,1203.0,0.55,0.17
16725,Qn6805,2021-07-29 00:00:00.000000000,Email,West,46-55,Male,79515.85,12.0,83.0,1.34,0.21
16726,It4733,2021-10-01 00:00:00.000000000,Online Advertising,North,36-45,Male,65781.0,87.0,1179.0,0.61,0.02
16727,Xo2342,2022-08-04 00:00:00.000000000,Online Advertising,East,26-35,Female,55690.2,53.0,2926.0,0.4,0.25
16728,Pg1021,2018-03-18 00:00:00.000000000,Social Networks,North,18-25,Male,121789.65,14.0,206.0,0.77,0.22
16729,Gl3639,2019-08-07 00:00:00.000000000,Direct Advertising,East,26-35,Male,45357.96,81.0,2422.0,0.51,0.24
16730,Ol4827,2020-09-09 00:00:00.000000000,Direct Advertising,North,46-55,Female,79815.52,76.0,1978.0,0.86,0.29
16731,Uc7321,2020-10-27 00:00:00.000000000,Online Advertising,West,56+,Female,72208.82,21.0,899.0,1.1,0.21
16732,Nw6114,2019-03-26 00:00:00.000000000,Online Advertising,North,36-45,Female,78343.4,7.0,839.0,0.43,0.19
16733,Vm2870,2022-12-22 00:00:00.000000000,Social Networks,East,26-35,Male,110688.86,74.0,596.0,0.9,0.26
16734,Pr3995,2020-07-30 00:00:00.000000000,Direct Advertising,West,36-45,Others,131601.14,93.0,2969.0,0.35,0.16
16735,Eh5272,2019-05-06 00:00:00.000000000,TV,West,36-45,Male,45693.36,23.0,1318.0,0.68,0.24
16736,Qr4577,2018-11-27 00:00:00.000000000,Email,East,36-45,Male,96208.16,54.0,975.0,0.78,0.12
16737,Ya7433,2019-12-22 00:00:00.000000000,Online Advertising,West,26-35,Male,10553.99,2.0,1979.0,0.3,0.18
16738,Ai8484,2022-05-13 00:00:00.000000000,Online Advertising,West,26-35,Others,62432.18,87.0,1234.0,0.41,0.21
16739,Fe6136,2022-10-05 00:00:00.000000000,Social Networks,North,26-35,Male,47121.48,71.0,2687.0,0.45,0.29
16740,Ul7796,2022-08-23 00:00:00.000000000,Online Advertising,North,36-45,Male,76903.76,67.0,337.0,0.34,0.25
16741,Tl9228,2022-09-22 00:00:00.000000000,Online Advertising,North,36-45,Male,26309.43,12.0,1648.0,1.33,0.15
16742,Wj5679,2018-11-05 00:00:00.000000000,TV,East,26-35,Male,67791.73,83.0,56.0,1.28,0.08
16743,Ag7681,2019-12-04 00:00:00.000000000,Online Advertising,East,26-35,Female,52666.54,2.0,1406.0,0.81,0.25
16744,Sr7506,2018-08-05 00:00:00.000000000,Email,West,36-45,Male,112762.69,74.0,573.0,0.38,0.06
16745,Tr9822,2018-03-27 00:00:00.000000000,Online Advertising,East,46-55,Female,133743.99,43.0,1054.0,1.07,0.12
16746,Re4280,2021-01-07 00:00:00.000000000,Direct Advertising,North,18-25,Male,113649.83,70.0,645.0,0.66,0.17
16747,Mw4652,2022-07-06 00:00:00.000000000,Online Advertising,North,36-45,Male,59099.53,50.457287439250464,238.0,0.66,0.03
16748,Gk9483,2022-09-04 00:00:00.000000000,Direct Advertising,South,56+,Female,106040.18,36.0,756.0,1.47,0.18
16749,Lu8275,2018-04-14 00:00:00.000000000,Online Advertising,South,36-45,Female,83273.76,38.0,945.0,0.23,0.25
16750,Jw3250,2020-05-02 00:00:00.000000000,Social Networks,North,26-35,Male,76172.49,3.0,433.0,0.99,0.27
16751,Nl8477,2022-11-20 00:00:00.000000000,Direct Advertising,West,26-35,Male,32418.0,68.0,2921.0,0.66,0.15
16752,Tk7898,2019-01-16 00:00:00.000000000,Direct Advertising,East,26-35,Female,134383.23,35.0,2605.0,0.53,0.15
16753,Nk5351,2018-01-11 00:00:00.000000000,Online Advertising,West,46-55,Male,49811.08,23.0,1569.0,1.2,0.24
16754,Qa8970,2020-05-13 00:00:00.000000000,Social Networks,South,26-35,Female,40969.94,100.0,1658.0,0.47,0.01
16755,Ho7479,2019-11-30 00:00:00.000000000,Email,North,26-35,Male,18277.68,37.0,1810.0,0.17,0.21
16756,Zb1490,2021-08-08 00:00:00.000000000,Email,South,26-35,Male,18737.02,80.0,880.0,0.21,0.07
16757,Hq6456,2022-11-06 00:00:00.000000000,Online Advertising,East,36-45,Female,51060.5,71.0,853.0,0.95,0.26
16758,Gc7704,2022-05-18 00:00:00.000000000,Online Advertising,South,56+,Male,127541.48,95.0,2823.0,1.21,0.25
16759,Tl3950,2021-12-30 00:00:00.000000000,Social Networks,North,36-45,Male,113434.96,68.0,162.0,0.25,0.02
16760,Rz4115,2019-06-18 00:00:00.000000000,Direct Advertising,North,56+,Male,121013.15,9.0,2961.0,0.21,0.21
16761,Ej7284,2018-12-07 00:00:00.000000000,Online Advertising,East,36-45,Male,122244.98,32.0,2669.0,0.39,0.17
16762,Vu4032,2018-07-23 00:00:00.000000000,Direct Advertising,North,36-45,Female,76963.12,30.0,2860.0,0.27,0.21
16763,Oh2059,2021-12-03 00:00:00.000000000,TV,East,56+,Male,38286.52,69.0,2450.0,1.44,0.13
16764,Tg6157,2022-09-22 00:00:00.000000000,Social Networks,West,46-55,Male,30205.72,55.0,236.0,0.56,0.05
16765,Ky1019,2019-07-17 00:00:00.000000000,TV,North,56+,Male,6509.4,84.0,1444.0,0.69,0.08
16766,Pe5044,2021-03-14 00:00:00.000000000,TV,North,36-45,Male,75657.83,29.0,897.0,0.94,0.19
16767,Bf8350,2021-04-13 00:00:00.000000000,Direct Advertising,North,18-25,Male,92544.31,91.0,1053.0,1.49,0.07
16768,Ko7722,2018-12-28 00:00:00.000000000,Social Networks,West,46-55,Male,64505.48,62.0,579.0,1.19,0.27
16769,Ib4022,2021-08-22 00:00:00.000000000,Online Advertising,North,56+,Others,26761.1,95.0,2069.0,0.44,0.03
16770,Mi2458,2019-03-02 00:00:00.000000000,Online Advertising,West,18-25,Male,94701.13,74.0,1419.0,0.9,0.14
16771,Nk4804,2021-12-02 00:00:00.000000000,Email,South,36-45,Others,64469.57,19.0,340.0,0.14,0.19
16772,Ct1210,2019-09-28 00:00:00.000000000,Online Advertising,North,26-35,Male,38627.3,91.0,2895.0,0.95,0.29
16773,Hs4775,2019-08-28 00:00:00.000000000,Online Advertising,East,18-25,Male,25864.12,62.0,2778.0,0.59,0.19
16774,Cn6212,2018-03-17 00:00:00.000000000,Direct Advertising,West,46-55,Male,31022.51,74.0,750.0,0.1,0.07
16775,Eh9980,2021-08-17 00:00:00.000000000,Online Advertising,South,56+,Others,130738.19,14.0,1964.0,1.26,0.1
16776,Ed3969,2019-12-02 00:00:00.000000000,Direct Advertising,South,18-25,Female,145076.15,71.0,672.0,1.28,0.19
16777,Jv4353,2020-09-04 00:00:00.000000000,Direct Advertising,East,46-55,Others,40300.3,43.0,679.0,0.48,0.21
16778,Ps3334,2021-09-03 00:00:00.000000000,Online Advertising,East,36-45,Female,144947.11,80.0,1223.0,0.98,0.14
