ID,date,campaign_type,region,customer_age_range,gender,sales,units_sold,clients_engaged,click_rate,conversion_rate,satisfaction_client (%)
Qa6482,5/24/2019,TV,NA,26-35,Female,109443.86,43,1586,0.88,0.28,35.2
Ra3802,4/7/2018,Email,West,18-25,NA,27675.95,89,1773,1.35,0.22,79.4
Fo6518,9/22/2019,Email,NA,56+,Others,141272.42,89,944,0.49,0.02,36.0
Uf6553,5/13/2019,NA,South,56+,Others,135226.74,64,259,0.3,0.11,67.8
Rr8011,4/21/2021,TV,East,46-55,Others,15554.64,65,1984,0.56,0.08,82.2
Es5884,8/31/2021,Social Networks,South,36-45,Others,41821.75,57,255,0.07,0.28,69.2
Ie7928,12/1/2019,Online Advertising,West,36-45,Male,75210.6,49,1041,0.31,0.12,84.0
Zn5514,6/2/2021,Online Advertising,North,36-45,Male,78201.59,56,1981,0.81,0.14,94.4
Ib7620,8/31/2022,TV,South,46-55,Female,98309.56,47,671,0.21,0.1,23.6
Zj9658,9/17/2019,Online Advertising,West,26-35,Female,73928.16,56,1285,1.5,0.04,95.2
Dw8611,5/13/2018,Direct Advertising,East,46-55,Male,112641.37,34,126,0.48,0.27,67.6
Vg6036,3/3/2020,Direct Advertising,East,36-45,Others,134818,7,636,0.88,0.11,29.0
Uq1144,9/13/2018,TV,South,26-35,Male,85105.58,87,980,0.72,0.21,56.2
Ey2268,9/20/2018,Direct Advertising,North,NA,NA,112336.86,98,2720,0.82,0.28,46.2
Yx1153,2/25/2022,Online Advertising,South,18-25,Others,92777.17,20,1557,0.59,0.25,60.0
Tw7754,6/3/2019,Email,East,36-45,Others,45394.01,10,2446,0.22,0.18,34.0
Xf1617,9/2/2018,Social Networks,South,NA,Male,1616.52,60,842,0.28,0.1,92.0
Sd9594,3/28/2020,NA,East,46-55,Female,74781.4,70,2232,0.58,0.18,74.2
Un2695,3/26/2019,Social Networks,North,NA,Male,64207.3,33,1450,1.07,0.12,38.8
Cx1591,1/11/2018,Social Networks,South,26-35,Others,35057.58,53,495,0.11,0.07,46.0
Te8654,10/13/2022,Online Advertising,East,46-55,Male,5537.65,11,750,0.82,0.05,53.6
Rr5844,8/21/2021,Direct Advertising,North,56+,Others,5203.26,75,783,1.49,0.08,24.6
At4865,1/2/2021,TV,East,18-25,NA,92640.17,30,561,1.5,0.12,28.2
Rl4430,6/4/2019,Direct Advertising,South,18-25,Others,91373.97,76,1112,1.14,0.11,42.0
Xr1143,5/11/2020,Online Advertising,NA,46-55,NA,82525.94,91,2442,0.28,0.28,33.0
Nv2199,9/5/2022,Social Networks,South,NA,Male,144897.03,82,2293,0.37,0.03,84.8
Bg4206,1/27/2022,Direct Advertising,NA,NA,Others,37290.03,50,942,0.3,0.17,90.2
Sp5409,12/4/2018,TV,NA,56+,Male,81812.18,22,1008,1.25,0.18,56.8
Rg4487,10/15/2019,TV,South,26-35,NA,143166.45,74,2617,0.9,0.24,50.6
Rf3485,8/7/2019,TV,South,NA,NA,105796.06,45,320,0.41,0.05,78.6
Zh8611,6/23/2018,TV,South,18-25,Others,142581.37,20,1502,0.15,0.29,27.0
Jq6182,1/27/2020,Direct Advertising,South,NA,NA,81050.13,74,38,1.36,0.07,61.4
Zr5953,9/7/2019,NA,East,NA,NA,30721.67,44,2080,0.38,0.17,81.4
Hq2092,10/23/2021,TV,South,NA,Male,78974.77,65,2772,1.43,0.23,20.6
Nu9984,6/2/2018,Direct Advertising,North,56+,Others,60516.52,16,1994,1.06,0.01,50.0
Nn1742,5/11/2021,Email,West,26-35,NA,127673.85,88,955,0.84,0.06,30.8
As5335,9/11/2018,TV,South,46-55,Male,140341.27,53,973,1.45,0.19,93.2
Gi9421,4/11/2021,Direct Advertising,South,NA,Female,71958.77,19,1867,1.2,0.08,60.6
Bk2091,5/19/2022,TV,West,56+,Female,47344.7,75,2563,1.47,0.07,71.0
Fu4929,1/25/2022,NA,South,36-45,Others,16599.75,11,1264,0.14,0.09,31.6
Jx1638,5/10/2021,Social Networks,North,26-35,Female,19388.53,63,2447,0.78,0.16,36.6
Ll6676,4/5/2019,Online Advertising,East,18-25,Female,101967.07,91,1160,0.4,0.16,71.6
Iv5791,6/23/2018,Email,North,18-25,Others,79941.22,22,2310,0.33,0.1,42.4
Gf7477,12/24/2020,Direct Advertising,West,56+,Others,114212.04,68,2004,1.37,0.03,86.6
Mf9573,3/27/2018,Direct Advertising,East,46-55,Others,45506.24,51,2155,1.24,0.07,84.6
Xe3219,5/21/2021,Email,East,46-55,Male,96789.46,95,2255,0.17,0.05,56.8
Au4608,3/20/2018,NA,North,46-55,Others,132213.25,79,1824,0.81,0.26,36.0
Vx7530,2/29/2020,Direct Advertising,NA,NA,NA,98459.91,83,1088,0.08,0.09,85.4
Tn9860,1/15/2019,Social Networks,East,NA,Others,22085.16,43,2247,0.73,0.12,81.0
Zs1343,10/9/2019,Email,South,46-55,Male,31986.5,84,2888,0.52,0.29,54.2
Mc8819,10/26/2019,Online Advertising,NA,36-45,Others,25193.18,14,2400,0.57,0.1,88.6
Yo3884,12/19/2022,Social Networks,East,18-25,Male,100259.57,64,2299,0.24,0.12,67.6
Ul3381,3/30/2021,Social Networks,South,18-25,Others,102139.68,7,216,0.65,0.25,45.6
Sj6125,12/27/2021,Social Networks,West,26-35,NA,55176.75,96,151,1,0.17,47.0
Hl5521,5/22/2020,Email,South,56+,Female,144678.66,15,1634,0.79,0.05,51.2
Su8337,11/19/2022,TV,North,36-45,NA,98065.84,46,1475,0.57,0.29,60.4
Ke5231,2/14/2018,Direct Advertising,East,36-45,Others,148008.83,14,1485,0.92,0.16,65.2
Ym4448,3/13/2019,NA,NA,NA,NA,26655.21,23,2959,1.04,0.23,26.8
Vz1921,4/29/2022,Social Networks,NA,56+,Male,118513.82,20,2346,1.15,0.25,97.2
Ep3550,7/6/2022,Online Advertising,East,18-25,Others,64434.38,57,25,0.81,0.19,43.2
Ju1375,3/5/2021,Online Advertising,East,NA,Others,106290.75,13,1452,0.59,0.27,49.0
Zm7747,5/15/2022,Online Advertising,NA,18-25,Male,48763.68,99,595,1.46,0.09,68.8
Ov2299,7/9/2019,Social Networks,West,36-45,Others,9821.5,49,243,0.28,0.12,66.4
Zg1425,2/15/2022,Online Advertising,South,46-55,NA,94795.4,11,953,0.48,0.02,34.4
Ub3296,10/28/2022,Online Advertising,East,56+,Female,113284.48,57,2498,0.54,0.06,26.6
Aa7645,11/14/2020,Online Advertising,East,18-25,Male,42041.48,6,1048,1.14,0.02,88.4
Ma2227,11/4/2018,Email,South,26-35,Female,61031.01,38,1833,0.81,0.03,60.0
Hn2249,12/12/2018,TV,South,NA,Female,135940.36,75,2420,0.7,0.16,63.8
Px7636,6/23/2019,Online Advertising,North,18-25,Male,43068.23,77,2455,1.13,0.19,64.2
Xt4616,9/23/2020,Email,North,18-25,Others,119527.65,76,1766,1.12,0.08,66.2
Ib8845,11/21/2022,NA,West,46-55,NA,114209.41,43,680,0.17,0.11,34.0
Ad2464,5/24/2019,TV,North,18-25,Others,8316.75,18,1178,0.89,0.12,25.6
Af7946,4/19/2020,Direct Advertising,South,NA,Male,78553.3,59,1701,0.38,0.18,83.2
Qa3001,8/30/2019,Email,NA,18-25,Male,1379.61,33,2380,0.39,0.09,28.8
Hs1721,5/8/2018,Social Networks,NA,36-45,NA,11127.57,26,1878,1.4,0.22,41.8
De8688,2/24/2018,Online Advertising,South,18-25,Others,15286.17,60,2358,0.54,0.17,37.8
Vr3944,2/21/2021,NA,North,26-35,Female,143760.12,20,912,1.14,0.09,45.4
Ju7368,11/15/2020,Social Networks,West,46-55,NA,31403.06,28,321,0.43,0.18,33.2
Fl5528,4/23/2021,Email,NA,26-35,Female,142501.39,98,2751,0.12,0.28,89.6
An3370,1/2/2022,Direct Advertising,NA,36-45,NA,65843.92,96,1884,0.18,0.14,82.2
Nq8152,2/13/2018,Social Networks,North,NA,NA,93155.84,12,2098,0.57,0.01,85.6
Oj8319,11/12/2019,Direct Advertising,NA,36-45,Male,21488.03,97,1413,0.87,0.16,96.4
Ei5503,12/15/2021,Email,NA,NA,Male,67697.55,56,162,0.25,0.2,44.8
Fj7721,7/18/2022,NA,NA,18-25,NA,41335.98,23,827,0.23,0.21,62.6
Ab3012,12/19/2019,NA,East,36-45,Female,119412.11,80,151,1.38,0.29,95.2
Aq8220,6/7/2022,Online Advertising,East,NA,Others,99873.29,95,2381,1.45,0.05,67.0
Sr2774,7/27/2021,Social Networks,East,46-55,Female,57310.14,46,1215,0.6,0.08,88.0
Ak6638,12/3/2019,NA,South,46-55,Others,63102.36,2,2097,0.96,0.08,62.0
Hu2511,6/7/2020,Social Networks,North,18-25,Others,140287.99,79,1465,1.01,0.25,50.2
Ss6293,4/27/2021,NA,NA,18-25,Male,25246.04,100,15,1.31,0.13,39.2
Dv2370,11/21/2022,Social Networks,NA,26-35,NA,133436.35,42,1025,1.14,0.22,24.4
Mi3242,8/17/2019,TV,West,26-35,NA,9561.01,63,2479,1.24,0.09,94.8
Ss4081,5/10/2022,Direct Advertising,East,46-55,Male,70493.34,36,1697,0.19,0.05,26.4
Wd1107,7/5/2018,Online Advertising,East,NA,Male,139345.1,9,410,1.43,0.27,73.8
Pq5791,12/24/2019,TV,South,26-35,Others,135311.15,59,2198,0.23,0.2,51.8
Xu4670,3/28/2018,Direct Advertising,NA,56+,Male,117510.97,32,2280,0.83,0.06,93.0
Qw7272,5/30/2018,Online Advertising,NA,NA,NA,43713.04,42,2156,0.18,0.06,25.2
Rz3736,6/22/2021,Direct Advertising,West,46-55,Male,103542.54,47,562,1.34,0.08,64.0
Dw5833,12/6/2018,Social Networks,East,26-35,Others,82218.15,14,948,0.55,0.26,37.8
Gt4287,9/28/2018,TV,East,18-25,Female,147329.12,50,1278,0.08,0.1,86.6
Au2536,3/8/2020,Social Networks,West,18-25,Others,42480.94,62,1921,0.68,0.11,34.8
Xo2823,11/3/2020,Online Advertising,North,18-25,Others,17241.67,7,1110,1.47,0.14,73.2
Ki3886,2/21/2022,Social Networks,South,46-55,NA,141316.62,23,1979,1.13,0.07,94.6
El5771,7/23/2018,Direct Advertising,West,NA,NA,548.43,46,364,0.35,0.14,55.4
Um1421,6/30/2020,TV,NA,18-25,Female,55744.45,99,2473,0.89,0.02,95.8
Aw9229,2/15/2022,Online Advertising,West,18-25,NA,36510.92,13,531,0.42,0.1,31.4
Md8694,1/21/2018,Social Networks,South,NA,Female,94317.86,42,1809,0.09,0.26,96.2
Hb7138,11/5/2022,Online Advertising,West,NA,Others,100168.25,5,1385,0.08,0.21,45.2
Ex7088,11/11/2019,Direct Advertising,East,26-35,Male,10173.76,97,2831,0.97,0.27,27.2
Et8530,4/14/2018,NA,South,56+,Female,111464.24,29,2912,0.59,0.05,28.8
Kq3189,7/19/2021,Email,West,56+,NA,3217.56,8,400,0.38,0.28,83.4
Fj4408,10/10/2021,Social Networks,East,46-55,NA,66779.34,86,1559,0.51,0.23,96.8
Hm8658,3/2/2019,TV,South,56+,Others,45343.11,43,509,0.29,0.16,66.0
Bn4686,3/21/2019,Online Advertising,South,26-35,Female,11040.71,55,1285,0.46,0.29,40.0
Sv6296,11/17/2018,Direct Advertising,West,18-25,NA,49536.64,72,1378,1.31,0.16,83.8
Fr3112,6/30/2021,NA,North,56+,Others,67979.17,57,2218,1.14,0.26,97.4
Se4374,5/28/2020,Email,East,18-25,Others,141812,30,754,0.98,0.05,90.0
Av3913,2/19/2018,Email,South,56+,Female,139281.03,18,15,0.25,0.11,75.0
Rj3205,5/1/2018,Direct Advertising,South,36-45,Male,46686.15,4,1661,1.48,0.04,34.0
Ry9675,6/29/2022,NA,West,18-25,Female,3019.72,82,2806,0.11,0.24,83.2
Um3665,3/5/2022,TV,North,18-25,NA,148245.15,79,1212,1.42,0.15,67.6
Ed2570,5/16/2020,Direct Advertising,NA,18-25,Male,112552.75,51,2041,1.33,0.29,48.4
Aq9810,6/6/2021,TV,South,18-25,NA,106593.31,19,127,1.21,0.26,23.2
Rv2566,6/21/2022,TV,South,36-45,NA,120185.18,45,2696,1.21,0.29,94.6
Wz6634,9/2/2022,Direct Advertising,West,36-45,Female,83607.66,94,101,0.81,0.1,42.6
Os2493,3/3/2021,Online Advertising,NA,26-35,Male,63448.39,87,2890,1.33,0.29,47.6
Vn9489,2/12/2022,TV,East,NA,Others,19404.91,71,1859,0.21,0.08,84.4
Al4900,2/10/2020,Email,North,56+,Male,43172.6,15,2146,1.15,0.23,63.8
Li8206,12/7/2018,Online Advertising,East,56+,NA,62373.3,7,1656,0.87,0.23,68.4
Tf8293,8/21/2021,TV,North,26-35,Female,99661.71,1,1059,0.42,0.06,86.6
Yt6474,1/13/2018,Online Advertising,NA,26-35,Male,69141.19,24,2825,0.29,0.09,74.6
Yr6039,11/19/2019,Social Networks,North,NA,Female,14721.89,85,89,1.28,0.3,24.8
Cu3963,6/11/2020,Direct Advertising,North,18-25,Male,3132.14,72,1717,0.96,0.15,21.8
Cw9941,11/19/2021,TV,East,56+,Female,36955.7,19,872,1.12,0.24,50.8
Gv3586,5/27/2019,Social Networks,NA,18-25,Male,13943.01,54,2977,0.96,0.1,39.2
Dh3732,11/9/2021,TV,West,46-55,Female,36342.47,69,106,0.23,0.28,25.6
On6464,1/3/2020,Online Advertising,NA,18-25,NA,127172.29,61,2255,0.2,0.08,93.6
Cr6613,5/25/2021,TV,West,46-55,Male,120277.35,79,1639,0.67,0.22,65.6
Cr4420,3/8/2019,Email,NA,36-45,NA,44137.79,78,2152,1.41,0.11,84.8
Az1733,5/7/2019,NA,NA,NA,NA,102367.95,56,1664,0.83,0.08,27.4
Zr3714,7/11/2020,Email,West,36-45,Male,73287.77,50,2847,0.12,0.18,87.6
Rp8862,9/11/2018,TV,East,18-25,Female,81695.92,15,1035,1.01,0.13,28.4
Fc6759,5/13/2019,Email,NA,46-55,Others,72028.65,34,1700,1.41,0.22,88.0
Hw9803,5/30/2022,Email,East,18-25,NA,63047.51,58,961,1.03,0.18,41.6
Fy2988,9/10/2022,TV,NA,18-25,Male,126940.01,67,302,0.63,0.18,41.0
Ow4470,8/18/2020,TV,North,NA,NA,104078.28,19,1442,0.65,0.01,72.0
Gy4453,3/29/2022,Online Advertising,NA,NA,NA,112161.37,41,1823,1.16,0.15,76.6
Cn3867,6/12/2022,TV,East,46-55,Female,25104.4,58,2851,0.57,0.16,77.0
Cl6654,9/29/2020,Email,West,56+,Female,144852.4,75,121,0.06,0.29,43.4
Nv7016,5/24/2019,NA,West,26-35,NA,102197.04,100,2749,1.16,0.2,79.4
Fn9408,3/27/2019,Direct Advertising,NA,36-45,Others,72271.61,9,2968,1,0.23,47.8
Wg5410,2/7/2019,Social Networks,NA,18-25,NA,87355.34,87,1643,0.71,0.27,35.2
Av6416,1/28/2019,NA,East,NA,Male,123597.87,53,116,1.04,0.14,88.2
Rp9469,10/20/2019,NA,South,NA,NA,74496.05,63,119,0.58,0.07,32.2
Xx6096,9/9/2020,Social Networks,NA,56+,NA,101888.04,10,1105,0.57,0.28,64.2
Wr9648,4/29/2021,TV,West,46-55,Male,47875.12,81,2187,0.33,0.12,99.8
Zl2656,12/12/2021,Online Advertising,East,26-35,Female,28881.97,32,104,0.08,0.03,69.8
Dx8407,6/3/2020,Social Networks,North,36-45,Female,51390.91,10,180,0.13,0.22,56.8
Kr2765,8/15/2020,Email,South,56+,Male,31673.88,31,2827,1.18,0.24,64.8
Jz9339,2/23/2021,TV,North,36-45,NA,99216.64,76,460,1.4,0.22,51.6
Vq2190,9/14/2018,NA,North,36-45,Others,65469.62,39,2882,0.65,0.28,93.4
Ap7552,10/12/2021,NA,West,46-55,NA,107717.07,11,988,0.47,0.06,67.2
Gg5769,12/14/2021,Email,West,46-55,Male,27295.58,2,NA,0.05,0.03,86.4
Dv5054,4/12/2018,Social Networks,East,18-25,Others,59452.82,79,1539,1.46,0.28,43.0
Aa2200,11/5/2021,Direct Advertising,South,36-45,Others,21515.47,84,109,1.2,0.23,26.2
Bc5656,10/29/2018,Social Networks,West,18-25,NA,81125.87,69,2826,1.13,0.26,42.0
Ri5933,7/17/2018,NA,East,36-45,NA,29596.03,12,1196,0.35,0.05,20.0
Wh5424,2/7/2019,TV,West,56+,NA,137613.9,46,173,0.45,0.22,20.4
Jr8052,10/19/2020,Online Advertising,West,26-35,NA,47211.92,73,2140,0.47,0.23,40.8
Pu3099,5/30/2019,Social Networks,North,26-35,NA,90002.45,75,359,0.14,0.12,46.8
Pf7740,6/18/2022,Email,South,36-45,NA,6075.49,5,2841,0.37,0.27,93.4
Tr2838,10/20/2021,Social Networks,South,46-55,Male,91217.5,77,894,1.07,0.15,45.0
Hk9735,2/24/2019,TV,East,46-55,NA,43423.41,76,2120,0.64,0.13,51.6
Zv9523,8/3/2020,Email,East,18-25,NA,117421.87,74,822,0.14,0.07,57.8
Ay5212,8/5/2019,Email,West,46-55,Female,13993.67,14,2916,1.43,0.03,48.6
Xk9953,7/27/2019,NA,West,NA,Male,91969.27,58,1378,0.91,0.24,34.4
Eo5436,5/17/2021,Online Advertising,NA,46-55,Female,8766.11,87,534,0.59,0.27,39.2
Yv4083,12/15/2018,Direct Advertising,South,NA,Others,46452.37,19,770,1.01,0.02,34.0
Vc2017,8/5/2021,NA,North,26-35,Male,34395.44,41,2853,0.37,0.03,30.8
Fb9482,5/18/2019,Direct Advertising,West,36-45,Others,19214.09,7,32,0.71,0.2,20.8
Pb2983,12/13/2020,Email,South,26-35,Male,27211.76,22,2416,0.79,0.03,93.4
Ex6050,7/30/2020,Direct Advertising,West,36-45,NA,78465.04,53,2602,0.87,0.19,48.2
Ug5262,12/4/2019,Social Networks,South,56+,Others,118022.39,29,1779,0.96,0.06,62.4
Aj6044,12/30/2022,Social Networks,North,36-45,Others,67682.76,5,619,0.13,0.12,48.6
Zx5091,6/18/2021,NA,North,18-25,Others,142150.43,42,80,1.02,0.23,40.6
Df9164,8/3/2021,Social Networks,NA,18-25,NA,133034.25,18,2872,0.69,0.03,90.0
Dl2235,3/15/2018,Email,North,36-45,NA,144335.88,97,208,0.27,0.27,48.0
Ni4768,5/8/2021,TV,North,18-25,NA,137993.04,81,1513,0.38,0.11,21.8
Gj4776,1/13/2022,TV,East,56+,NA,93807.97,88,34,0.65,0.19,87.6
Lx3228,6/15/2022,Online Advertising,East,26-35,Female,128650.81,95,695,1.48,0.04,69.6
Cy2026,11/8/2019,Social Networks,West,NA,Others,5643.57,62,299,1.43,0.12,67.4
He7772,7/16/2022,Direct Advertising,West,18-25,Others,10493.5,97,1457,1.17,0.2,41.6
Tj1335,7/17/2022,Social Networks,East,36-45,Others,19559.6,96,884,0.13,0.16,81.8
Nz6447,7/23/2019,Direct Advertising,South,NA,Male,61005.84,55,2023,1.19,0.1,72.0
Um9986,9/13/2022,TV,East,56+,Others,9560.22,64,1888,0.28,0.11,52.4
Zk1323,3/6/2022,TV,South,56+,NA,104534.53,90,2940,0.33,0.22,20.8
Sk9774,2/6/2020,TV,East,18-25,Others,132239.35,34,2643,0.11,0.15,64.8
Lk9600,1/29/2021,Email,West,56+,NA,92245.48,21,2212,0.81,0.23,97.4
Xm5675,6/2/2018,Online Advertising,South,36-45,Female,113401.09,12,1907,0.55,0.28,81.0
An5907,3/6/2019,Online Advertising,West,26-35,Others,49622.34,91,2024,1.12,0.22,35.6
Wp1678,2/21/2018,Online Advertising,East,46-55,NA,77466.09,61,2068,1.46,0.1,69.2
Oy9997,2/12/2020,Online Advertising,NA,18-25,NA,80309.08,97,105,1.1,0.13,99.4
Jt5913,7/26/2022,NA,North,46-55,Others,77668.82,30,1979,0.24,0.11,54.4
Pv2811,6/11/2018,Direct Advertising,NA,36-45,Male,48190.98,31,106,0.07,0.29,51.6
Pq1178,4/18/2019,NA,South,NA,Others,125392.89,85,2293,1.2,0.06,99.2
Pg1203,8/26/2021,Direct Advertising,West,46-55,NA,41475.81,39,1362,0.09,0.01,48.8
Vb3698,4/20/2020,TV,NA,56+,Others,51773.35,3,1194,1.39,0.16,60.8
Fs1695,11/17/2020,Online Advertising,NA,46-55,Male,137017.62,65,2149,0.99,0.22,99.6
Wf2719,11/25/2018,Email,East,56+,NA,115035,22,2788,0.15,0.23,94.6
Ui2573,6/11/2022,Direct Advertising,South,18-25,Female,96539.39,72,2987,0.68,0.18,24.2
Ro5862,1/2/2018,NA,North,18-25,NA,96131.82,63,2167,1.26,0.2,49.4
Oh9874,6/4/2021,Direct Advertising,NA,18-25,Others,49742.84,55,106,1.34,0.21,46.8
Bt3114,12/1/2021,Social Networks,West,18-25,Others,41132.55,95,1926,1.31,0.09,21.6
Oy4530,11/26/2020,Online Advertising,West,NA,Male,91167.51,43,1811,1.42,0.17,35.4
Xu4769,6/11/2021,Social Networks,North,46-55,Others,77078.29,18,990,1.45,0.1,81.4
Kv6792,1/11/2019,Email,North,56+,Male,96049.9,17,451,1.46,0.29,32.6
Nf6571,11/23/2022,NA,West,46-55,NA,39858.99,91,1419,1.11,0.16,20.4
Kd5703,4/11/2018,TV,South,56+,Male,147444.2,9,1540,0.29,0.21,29.2
Xz9987,7/24/2020,Online Advertising,North,46-55,NA,132680.53,78,2851,0.65,0.15,66.8
Le1936,8/26/2021,TV,West,18-25,NA,61999.64,56,1222,0.59,0.28,57.4
Qa7980,10/29/2018,Online Advertising,South,26-35,Male,75235.82,71,499,0.66,0.28,60.4
Fw8254,6/25/2020,Email,North,46-55,Others,57186.86,44,2968,0.86,0.08,38.4
Wd4851,7/29/2020,NA,West,NA,Female,69253.81,26,1352,0.37,0.29,66.6
Oc3452,12/1/2019,TV,West,36-45,NA,62465.43,46,1651,1.21,0.13,53.8
Dt3498,7/25/2022,TV,South,36-45,Female,37747.02,65,2082,1.25,0.02,27.6
Xe3833,3/8/2022,TV,South,NA,Others,103373.91,51,130,1,0.29,68.0
Kz4010,12/16/2019,Direct Advertising,East,NA,Male,112302.5,35,1847,0.62,0.04,43.0
Tz2425,8/1/2021,Email,West,26-35,Others,1628.48,95,2436,0.43,0.15,39.4
Ox1242,1/15/2020,Social Networks,East,56+,Male,138036.91,17,1725,1.2,0.02,59.8
Jp3679,9/25/2019,Online Advertising,NA,36-45,Male,113995.64,52,1842,1.22,0.16,35.8
Sm5232,3/9/2020,TV,West,NA,Male,31721.95,3,2443,1.27,0.28,92.8
My9297,4/14/2019,Online Advertising,North,56+,Female,46435.53,84,1231,0.5,0.13,48.6
Ih5262,3/26/2021,NA,NA,36-45,Female,95802.14,3,2333,1.48,0.02,54.4
Fd7792,4/1/2022,NA,West,56+,Male,141679.81,68,275,1.2,0.08,54.6
Yz2134,9/20/2021,Direct Advertising,East,18-25,NA,72641.21,33,1457,0.77,0.08,81.2
Kn3311,12/30/2022,Online Advertising,West,36-45,Female,125787.95,61,2192,0.51,0.07,86.8
Mu3392,2/2/2018,Email,East,46-55,Male,49471.9,13,811,0.28,0.14,87.6
Hc9185,12/4/2020,NA,NA,56+,NA,120040.27,33,919,1.01,0.28,35.0
Rb5534,12/26/2020,Online Advertising,North,26-35,Female,105944.25,94,2172,0.62,0.2,96.8
Xm6511,10/27/2019,NA,North,56+,Female,125971.42,55,1932,0.76,0.23,73.2
Nj2936,3/31/2021,Email,NA,18-25,Male,131497.85,4,2315,0.54,0.17,39.4
Qh3035,6/4/2019,NA,South,46-55,Male,75589.12,27,869,1.05,0.14,68.0
Mm9510,8/8/2020,Social Networks,West,46-55,Female,66754.75,87,1010,1.41,0.15,29.0
Ot9007,6/16/2021,Email,East,NA,NA,3398.8,13,2118,0.69,0.19,55.2
St5201,1/13/2019,Online Advertising,NA,46-55,Female,54659.66,7,2432,0.2,0.14,89.0
Aa7675,5/30/2021,Email,North,18-25,Others,69124.8,70,2913,0.7,0.14,37.8
Pw3107,10/4/2022,Online Advertising,North,NA,NA,132334.09,51,1219,1.27,0.08,37.2
Rn9945,7/19/2020,Direct Advertising,South,56+,Female,9736.02,11,858,0.65,0.24,76.8
Dv8354,10/19/2022,NA,East,NA,Female,138996.08,37,452,0.26,0.28,50.2
Cu5410,8/24/2019,TV,South,46-55,Female,14461.66,34,1178,1.46,0.28,60.8
Mu7074,5/23/2022,Direct Advertising,South,56+,NA,125760.58,50,2859,1.27,0.12,63.4
Ky1238,1/25/2021,NA,NA,36-45,Male,147095.43,38,605,0.35,0.09,61.4
Yr9908,11/9/2022,Email,South,NA,Female,28324.94,19,11,0.68,0.18,46.2
Aq3566,5/14/2021,Email,West,46-55,NA,105895.19,38,777,0.22,0.2,83.2
Dl5726,9/20/2021,TV,East,56+,Female,41913.86,75,807,1.11,0.04,99.6
Fj1713,7/17/2019,Direct Advertising,South,56+,Female,10169.75,44,2933,0.57,0.26,91.8
Sw2738,2/13/2019,Direct Advertising,South,36-45,Others,15118.57,18,1683,0.13,0.11,44.2
Kk9482,9/26/2022,Email,NA,36-45,Female,10145.75,78,2079,1.15,0.2,60.0
Ak3648,7/13/2021,Direct Advertising,South,46-55,Female,1906.71,6,2689,1.01,0.21,98.0
Na5538,7/21/2020,TV,South,26-35,Others,148172.86,90,172,1.19,0.13,25.2
Ha4507,7/11/2020,Direct Advertising,South,56+,Female,61577.81,65,2506,0.73,0.06,67.8
Po7457,5/27/2018,Social Networks,South,NA,NA,5952.64,10,1221,0.57,0.29,28.0
As8112,5/4/2018,Social Networks,West,46-55,Others,102015.88,47,1624,0.86,0.12,82.2
Xz2826,3/17/2019,Email,South,46-55,Male,80774.37,44,2132,0.24,0.03,50.8
Vz6069,10/16/2022,Direct Advertising,NA,46-55,Male,67709.45,24,1722,1.31,0.11,96.2
Fd8528,12/19/2022,Email,East,26-35,Female,28011.86,77,124,1.07,0.12,42.6
Tx5130,2/3/2020,Direct Advertising,NA,18-25,Male,91972.04,94,1745,0.15,0.18,87.4
Tn5965,8/4/2021,Direct Advertising,South,36-45,Male,31732.89,55,1895,0.26,0.16,79.6
Kb9639,3/29/2019,NA,South,56+,Male,23707.56,NA,2531,1.41,0.1,92.6
Nf2740,4/29/2019,TV,NA,56+,Male,128350.73,88,310,0.09,0.11,24.0
Px2911,2/5/2021,Social Networks,NA,26-35,NA,147945.66,78,305,1.28,0.18,35.0
Ha6093,2/14/2022,Direct Advertising,West,NA,Others,123196.19,7,2135,0.76,0.28,59.2
Uu5835,4/27/2022,Online Advertising,NA,56+,NA,55898.78,77,481,1.11,0.07,58.4
Tl1099,3/22/2018,TV,East,NA,Others,131712.27,93,724,1.28,0.24,60.0
Eg9974,11/5/2021,Direct Advertising,NA,36-45,NA,137449.43,15,1347,0.28,0.14,71.8
Pz5578,12/2/2022,Email,South,NA,NA,139915.44,54,2947,1.04,0.26,57.2
Wc2684,5/23/2020,TV,West,56+,Others,115133.12,31,1244,1.44,0.25,78.0
Sv3324,8/11/2020,Email,South,56+,Male,27740.8,53,2866,1.34,0.13,88.4
Zu3502,8/16/2021,Online Advertising,South,26-35,Female,16247.5,11,2020,1.33,0.13,83.8
Zm2489,11/21/2022,Social Networks,NA,56+,Male,82873.53,44,1660,1.27,0.18,59.6
Rw7023,4/1/2020,Email,South,36-45,NA,80074.73,78,2532,1.39,0.1,52.2
Ob5004,1/9/2018,Online Advertising,NA,36-45,NA,112052.5,47,2229,0.59,0.26,27.2
Ho7479,1/13/2022,Direct Advertising,West,46-55,NA,34889.21,14,446,0.54,0.24,23.2
Ah5032,1/12/2021,TV,East,36-45,NA,77006.43,34,1708,0.65,0.05,28.2
Yi8491,2/21/2018,NA,East,18-25,NA,21392.13,37,471,0.5,0.27,63.2
Nu2546,2/5/2019,NA,NA,26-35,Female,28687.92,61,538,0.43,0.23,68.6
Xz3307,7/22/2019,NA,East,46-55,Others,92396.4,21,2192,0.74,0.06,44.0
Kd5799,4/3/2022,Social Networks,North,18-25,Female,61575.05,93,2711,1.05,0.09,83.8
